sy_snum,sy_pnum,disc_year,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,ra,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,pl_name,hostname,discoverymethod,disc_facility,pl_bmassprov,st_spectype,st_metratio,rastr,decstr,pl_rade,log_pl_rade,planet_star_radius_ratio,log_orbital_period
1,1,2022,0,5.983944,1.3e-05,-1.3e-05,0.0,0.0672,0.0024,-0.0012,0.0,0.3474784,-0.32506044,0.0,0.975,0.031,-0.029,0.0,63.88350981,10.80616584,-9.85268062,0.0,0.201,0.034,-0.031,0.0,0.0,0.048,-0.052,0.0,558.0,31.0,-30.0,0.0,1352.0,18.0,-19.0,0.0,0,5611.0,62.0,-65.0,0.0,1.686,0.043,-0.044,0.0,1.13,0.13,-0.059,0.0,0.241,0.078,-0.079,0.0,4.044,0.036,-0.037,0.0,288.4656683,66.3479375,504.775,5.219,-5.115,12.3,0.046,-0.046,10.717,0.017,-0.017,12.2213,0.000281,-0.000281,TOI-2567 b,TOI-2567,Transit,Transiting Exoplanet Survey Satellite (TESS),Mass,missing,[Fe/H],19h13m51.76s,+66d20m52.58s,10.92875618,2.478951970825269,6.4820617912218275,1.9436138001775483
1,1,2021,0,18.38818,0.00085,-0.00084,0.0,0.1528,0.0016,-0.0017,0.0,0.14571675,-0.14571675,0.0,0.639,0.013,-0.013,0.0,43.86032017,7.31005336,-7.31005336,0.0,0.138,0.023,-0.023,0.0,0.0,0.049,-0.04,0.0,186.0,14.0,-12.0,0.0,1027.0,18.0,-18.0,0.0,0,6095.0,89.0,-89.0,0.0,1.867,0.033,-0.032,0.0,1.407,0.045,-0.046,0.0,0.175,0.099,-0.098,0.0,4.044,0.021,-0.021,0.0,47.5172608,-50.8322632,76.9028,0.1953,-0.1943,7.57,0.03,-0.03,6.256,0.021,-0.021,7.41653,0.000296,-0.000296,TOI-257 b,TOI-257,Transit,Transiting Exoplanet Survey Satellite (TESS),Mass,missing,[Fe/H],03h10m04.14s,-50d49m56.15s,7.16253867,2.09955523211047,3.8363892179967864,2.964663602033286
1,1,2022,0,2.9887615,2.2e-06,-2.2e-06,0.0,0.04145,0.00081,-0.00086,0.0,0.39231432,-0.38110534,0.0,1.217,0.035,-0.034,0.0,260.61929374,20.02318964,-20.65884645,0.0,0.82,0.063,-0.065,0.0,0.0,0.048,-0.052,0.0,699.0,48.0,-44.0,0.0,1431.0,24.0,-23.0,0.0,0,5771.0,89.0,-87.0,0.0,1.095,0.026,-0.025,0.0,1.063,0.063,-0.065,0.0,0.191,0.083,-0.083,0.0,4.385,0.03,-0.031,0.0,87.1880397,32.0840435,361.857,6.349,-6.138,12.569,0.057,-0.057,10.905,0.02,-0.02,12.4599,0.000239,-0.000239,TOI-2570 b,TOI-2570,Transit,Transiting Exoplanet Survey Satellite (TESS),Mass,missing,[Fe/H],05h48m45.13s,+32d05m02.56s,13.64132951,2.683848317934457,12.457835168949773,1.3834807817149033
1,1,2024,0,3.39775,2e-06,-2e-06,0.0,0.048,0.003,-0.003,0.0,0.56044903,-0.56044903,0.0,1.55,0.05,-0.05,0.0,200.23189641,25.42627256,-25.42627256,0.0,0.63,0.08,-0.08,0.0,0.08,0.04,-0.04,0.0,1730.0,130.0,-130.0,0.0,2410.0,60.0,-60.0,0.0,0,6120.0,30.0,-30.0,0.0,1.81,0.06,-0.06,0.0,1.33,0.08,-0.08,0.0,0.26,0.06,-0.06,0.0,4.15,0.09,-0.09,0.0,62.1992072,67.1165264,379.253,4.571,-4.465,11.419,0.012,-0.012,9.877,0.02,-0.02,11.2548,0.000535,-0.000535,TOI-2580 b,TOI-2580,Transit,Transiting Exoplanet Survey Satellite (TESS),Mass,F,[Fe/H],04h08m47.81s,+67d06m59.50s,17.37392009,2.910932272759595,9.598850878453037,1.481093046496878
2,1,2023,0,4.5207265,4.9e-06,-4.9e-06,0.0,0.0571,0.001,-0.0013,0.0,0.44835923,-0.36989636,0.0,1.29,0.04,-0.033,0.0,79.45710175,18.43404761,-17.79839079,0.0,0.25,0.058,-0.056,0.0,0.0,0.049,-0.04,0.0,750.9,39.7,-32.3,0.0,1456.0,19.0,-16.0,0.0,0,5936.0,65.0,-68.0,0.0,1.477,0.036,-0.032,0.0,1.215,0.063,-0.082,0.0,0.158,0.084,-0.085,0.0,4.184,0.028,-0.035,0.0,272.2670293,45.3368996,566.189,6.47,-6.328,12.586,0.15,-0.15,11.245,0.023,-0.023,12.4592,0.000168,-0.000168,TOI-2583 A b,TOI-2583 A,Transit,Transiting Exoplanet Survey Satellite (TESS),Mass,missing,[Fe/H],18h09m04.09s,+45d20m12.84s,14.4595851,2.738229205800451,9.789834190927555,1.7085094639477032
2,1,2023,0,5.45664,1.1e-05,-1.1e-05,0.0,0.0635,0.0025,-0.0013,0.0,0.47077719,-0.44835923,0.0,1.077,0.042,-0.04,0.0,69.28659273,17.16273398,-14.62010672,0.0,0.218,0.054,-0.046,0.0,0.0,0.049,-0.04,0.0,728.0,48.0,-51.0,0.0,1445.0,23.0,-26.0,0.0,0,5760.0,80.0,-79.0,0.0,1.726,0.049,-0.047,0.0,1.15,0.14,-0.07,0.0,0.13,0.09,-0.1,0.0,4.024,0.057,-0.039,0.0,115.9317105,-1.073333,373.675,5.953,-5.772,11.544,0.025,-0.025,9.991,0.023,-0.023,11.4079,0.000696,-0.000696,TOI-2587 A b,TOI-2587 A,Transit,Transiting Exoplanet Survey Satellite (TESS),Mass,missing,[Fe/H],07h43m43.61s,-01d04m24.00s,12.07207221,2.5704780621231977,6.994248093858633,1.865109058644176
1,1,2023,0,61.6277,0.0002,-0.0002,0.0,0.3,0.006,-0.005,0.0,0.33626942,-0.33626942,0.0,1.08,0.03,-0.03,0.0,1112.3994245,31.7828407,-31.7828407,0.0,3.5,0.1,-0.1,0.0,0.522,0.006,-0.006,0.0,21.7464,6.0,-5.314,0.0,592.0,7.0,-8.0,0.0,0,5579.0,70.0,-70.0,0.0,1.07,0.01,-0.01,0.0,0.93,0.03,-0.02,0.0,0.12,0.04,-0.04,0.0,4.35,0.02,-0.01,0.0,107.4881501,-37.230948,200.273,0.832,-0.826,11.415,0.012,-0.012,9.632,0.021,-0.021,11.1958,0.000519,-0.000519,TOI-2589 b,TOI-2589,Transit,Transiting Exoplanet Survey Satellite (TESS),Mass,missing,[Fe/H],07h09m57.16s,-37d13m51.41s,12.10569916,2.5730471859818063,11.31373753271028,4.137207672248112
1,1,2024,0,13.475853,1.3e-05,-1.1e-05,0.0,0.0943,0.0016,-0.0016,0.0,0.08,-0.08,0.0,0.15255624,0.00713713,-0.00713713,0.0,4.23,1.6,-1.6,0.0,0.01330907,0.00503416,-0.00503416,0.0,0.0,0.049,-0.04,0.0,10.1838,6.0,-5.314,0.0,493.0,12.0,-12.0,0.0,0,4026.0,14.0,-14.0,0.0,0.607,0.014,-0.014,0.0,0.616,0.032,-0.032,0.0,-0.47,0.03,-0.03,0.0,4.45,0.05,-0.05,0.0,4.7730178,-9.9661505,20.1852,0.0232,-0.0231,9.9,0.03,-0.03,6.549,0.021,-0.021,9.3124,0.000458,-0.000458,TOI-260 b,TOI-260,Transit,Transiting Exoplanet Survey Satellite (TESS),Mass,K8 V,[Fe/H],00h19m05.52s,-09d57m58.14s,1.71,0.9969486348916096,2.817133443163097,2.6724819509110582
1,1,2024,0,3.3639254,8.6275e-05,-8.7705e-05,0.0,0.034792189,0.0019950000000000002,-0.002,0.0,0.2114907,-0.2114907,0.0,0.27136114,0.01884749,-0.01884749,0.0,9.51,18.75197,-17.48060619,0.0,0.0299,0.059390345,-0.0555,0.0,0.0,0.049,-0.04,0.0,874.7956,6.0,-5.314,0.0,1722.49,20.0,-20.0,0.0,0,5890.3,86.07499999999999,-86.93,0.0,1.28018,0.051109,-0.05,0.0,0.496728,0.048,-0.048,0.0,-0.35,0.09,-0.09,0.0,3.92,0.056,-0.073877,0.0,15.2181412,-24.4239934,114.495,0.557,-0.552,9.56,0.03,-0.03,8.182,0.053,-0.053,9.42329,0.00019,-0.00019,TOI-261.01,TOI-261,Transit,Transiting Exoplanet Survey Satellite (TESS),M-R relationship,missing,[M/H],01h00m52.35s,-24d25m26.38s,3.0449863,1.3974781636073152,2.3785610617256947,1.4733719734159139
1,1,2023,0,11.14529,3e-05,-3e-05,0.0,0.163,0.002,-0.002,0.0,0.15,-0.15,0.0,0.18467335,0.01338213,-0.01338213,0.0,4.94,18.75197,-17.48060619,0.0,0.0155,0.059390345,-0.0555,0.0,0.0,0.049,-0.04,0.0,56.9133,6.0,-5.314,0.0,584.0,45.0,-45.0,0.0,0,5310.0,124.0,-124.0,0.0,0.853,0.021,-0.021,0.0,0.913,0.029,-0.029,0.0,0.26,0.07,-0.07,0.0,4.54,0.28,-0.28,0.0,32.534687,-31.0706272,43.932,0.1174,-0.1168,8.91,0.03,-0.03,6.967,0.02,-0.02,8.66859,0.000211,-0.000211,TOI-262 b,TOI-262,Transit,Transiting Exoplanet Survey Satellite (TESS),M-R relationship,K0 V,[Fe/H],02h10m08.32s,-31d04m14.26s,2.07,1.1216775615991057,2.4267291910902693,2.4969414403082095
1,1,2023,0,4.880974,2.3e-05,-3.7e-05,0.0,0.0607,0.0042,-0.0043,0.0,5.17854908,-7.17374765,0.0,1.615,0.462,-0.64,0.0,122.6817651,6.99222495,-11.44182265,0.0,0.386,0.022,-0.036,0.0,0.18,0.049,-0.04,1.0,602.0,103.0,-110.0,0.0,1387.0,22.0,-23.0,0.0,0,6100.0,100.0,-100.0,0.0,1.336,0.055,-0.055,0.0,1.16,0.07,-0.07,0.0,-0.15,0.08,-0.08,0.0,4.2,0.1,-0.1,0.0,171.1303716,-42.7321394,344.045,3.342,-3.279,11.693,0.017,-0.017,10.325,0.021,-0.021,11.5712,0.000289,-0.000289,TOI-2641 b,TOI-2641,Transit,Transiting Exoplanet Survey Satellite (TESS),Mass,F9 V,[Fe/H],11h24m31.29s,-42d43m55.70s,18.10250383,2.9498194170368817,13.549778315868263,1.7717223944512124
1,1,2021,0,3.6977104,3.7e-06,-3.7e-06,0.0,0.0345,0.0015,-0.0015,0.0,0.12,-0.12,0.0,0.24712327,0.0107057,-0.0107057,0.0,8.8,1.4,-1.4,0.0,0.0276879,0.00440489,-0.00440489,0.0,0.425,0.082,-0.086,0.0,19.0,4.0,-3.3,0.0,531.0,25.0,-25.0,0.0,0,3514.0,70.0,-70.0,0.0,0.398,0.012,-0.012,0.0,0.3917,0.0095,-0.0095,0.0,-0.29,0.12,-0.12,0.0,4.831,0.029,-0.029,0.0,75.8462827,-54.1777213,57.0225,0.0757,-0.0756,14.37,0.114,-0.114,10.1,0.023,-0.023,13.4258,0.000369,-0.000369,TOI-269 b,TOI-269,Transit,Transiting Exoplanet Survey Satellite (TESS),Mass,M2 V,[Fe/H],05h03m23.11s,-54d10m39.80s,2.77,1.3270750014599193,6.959798994974874,1.5470752410842499
1,3,2019,0,3.35992,5e-05,-5e-05,0.0,0.03197,0.00022,-0.00022,0.0,0.05,-0.04,0.0,0.11419415,0.00446071,-0.00356857,0.0,1.48,0.18,-0.18,0.0,0.0046566,0.00056634,-0.00056634,0.0,0.0167,0.0084,-0.0089,0.0,19.9261,6.0,-5.314,0.0,600.0,16.0,-16.0,0.0,0,3506.0,70.0,-70.0,0.0,0.38,0.008,-0.008,0.0,0.386,0.008,-0.008,0.0,-0.17,0.1,-0.1,0.0,4.872,0.026,-0.026,0.0,68.4160804,-51.9573937,22.4793,0.01355,-0.01355,12.603,0.039,-0.039,8.251,0.029,-0.029,11.6306,0.000476,-0.000476,TOI-270 b,TOI-270,Transit,Transiting Exoplanet Survey Satellite (TESS),Mass,M,[Fe/H],04h33m39.86s,-51d57m26.62s,1.28,0.8241754429663494,3.3684210526315788,1.4724537085687517
1,3,2019,0,5.66051,4e-05,-4e-05,0.0,0.04526,0.00031,-0.00031,0.0,0.01,-0.01,0.0,0.20786903,0.00089214,-0.00089214,0.0,6.2,0.31,-0.31,0.0,0.01950738,0.00097537,-0.00097537,0.0,0.0044,0.0005,-0.0006,0.0,9.9407,6.0,-5.314,0.0,489.0,11.0,-11.0,0.0,1,3506.0,70.0,-70.0,0.0,0.38,0.008,-0.008,0.0,0.386,0.008,-0.008,0.0,-0.17,0.1,-0.1,0.0,4.872,0.026,-0.026,0.0,68.4160804,-51.9573937,22.4793,0.01355,-0.01355,12.603,0.039,-0.039,8.251,0.029,-0.029,11.6306,0.000476,-0.000476,TOI-270 c,TOI-270,Transit,Transiting Exoplanet Survey Satellite (TESS),Mass,M,[Fe/H],04h33m39.86s,-51d57m26.62s,2.33,1.2029723039923526,6.131578947368421,1.896196058197038
1,3,2019,0,11.38194,0.00011,-0.00011,0.0,0.0721,0.0005,-0.0005,0.0,0.05,-0.05,0.0,0.17842836,0.00446071,-0.00446071,0.0,4.2,0.16,-0.16,0.0,0.01321468,0.00050342,-0.00050342,0.0,0.0066,0.002,-0.002,0.0,3.918,6.0,-5.314,0.0,383.0,9.0,-9.0,0.0,1,3506.0,70.0,-70.0,0.0,0.38,0.008,-0.008,0.0,0.386,0.008,-0.008,0.0,-0.17,0.1,-0.1,0.0,4.872,0.026,-0.026,0.0,68.4160804,-51.9573937,22.4793,0.01355,-0.01355,12.603,0.039,-0.039,8.251,0.029,-0.029,11.6306,0.000476,-0.000476,TOI-270 d,TOI-270,Transit,Transiting Exoplanet Survey Satellite (TESS),Mass,M3 V,[Fe/H],04h33m39.86s,-51d57m26.62s,2.0,1.0986122886681098,5.2631578947368425,2.5162389593414782
1,1,2024,0,2.499387,4e-06,-4e-06,0.0,0.036,0.002,-0.002,0.0,0.7,-0.67,0.0,1.22401852,0.06244992,-0.0597735,0.0,228.0,33.0,-32.0,0.0,0.71736822,0.10382961,-0.10068326,0.0,0.164,0.049,-0.04,1.0,945.55,6.0,-5.314,0.0,1603.0,65.0,-65.0,0.0,0,5665.0,115.0,-115.0,0.0,1.25,0.054,-0.054,0.0,1.07,0.06,-0.06,0.0,0.3,0.11,-0.11,0.0,4.25,0.27,-0.27,0.0,61.4012482,-14.9267458,597.873,7.886,-7.686,13.468,0.16,-0.16,11.807,0.025,-0.025,13.2544,0.000241,-0.000241,TOI-2714 b,TOI-2714,Transit,Transiting Exoplanet Survey Satellite (TESS),Mass,missing,[Fe/H],04h05m36.30s,-14d55m36.28s,13.72,2.6892071133007303,10.976,1.2525878102989239
1,1,2025,0,3.37594,5e-05,-5e-05,0.0,0.1018,0.0019950000000000002,-0.002,0.0,0.46,-0.46,0.0,0.53350078,0.04103852,-0.04103852,0.0,29.9,18.75197,-17.48060619,0.0,0.0941,0.059390345,-0.0555,0.0,0.0,0.049,-0.04,0.0,874.29,6.0,-5.314,0.0,1710.0,20.0,-20.0,0.0,0,5762.0,50.0,-50.0,0.0,1.69,0.1,-0.1,0.0,1.02,0.13,-0.13,0.0,0.27,0.08,-0.08,0.0,4.22,0.1,-0.1,0.0,71.5549449,-0.8048725,588.368,12.726,-12.208,12.684,0.103,-0.103,11.057,0.023,-0.023,12.5312,0.000154,-0.000154,TOI-2719 b,TOI-2719,Transit,Transiting Exoplanet Survey Satellite (TESS),M-R relationship,missing,[m/H],04h46m13.19s,-00d48m17.54s,5.98,1.9430489167742813,3.5384615384615388,1.4761213538739446
1,1,2024,0,1.50801,6e-06,-6e-06,0.0,0.027,0.0019,-0.0046,0.0,0.45,-0.44,0.0,0.23463329,0.04014638,-0.03925424,0.0,7.41,18.75197,-17.48060619,0.0,0.0233,0.059390345,-0.0555,0.0,0.0,0.049,-0.04,0.0,89.0458,6.0,-5.314,0.0,855.0,20.0,-20.0,0.0,0,4008.0,130.39,-130.39,0.0,0.657,0.069,-0.069,0.0,0.63,0.079,-0.079,0.0,0.02,0.083,-0.083,0.0,4.5,0.056,-0.073877,-1.0,99.3641336,-15.4812031,78.4525,0.1887,-0.1879,12.66,0.069,-0.069,9.369,0.021,-0.021,12.2,0.000292,-0.000292,TOI-2768 b,TOI-2768,Transit,Transiting Exoplanet Survey Satellite (TESS),M-R relationship,M,missing,06h37m27.39s,-15d28m52.33s,2.63,1.2892326482767593,4.003044140030441,0.9194896100035546
1,1,2022,0,3.994,0.0004,-0.0004,0.0,0.0269,0.0011,-0.0011,0.0,0.18,-0.18,0.0,0.23641757,0.01605855,-0.01605855,0.0,7.51,18.75197,-17.48060619,0.0,0.0236,0.059390345,-0.0555,0.0,0.0,0.049,-0.04,0.0,28.236,6.0,-5.314,0.0,587.92,20.0,-20.0,0.0,0,4031.0,21.0,-23.0,0.0,0.362,0.008,-0.004,0.0,0.16,0.01,-0.01,0.0,-0.01,0.07,-0.09,0.0,4.58,0.1,-0.13,0.0,19.0766985,-20.9532772,64.6692,0.13825,-0.13825,13.632,0.021,-0.021,9.557,0.023,-0.023,12.7896,0.000703,-0.000703,TOI-277 b,TOI-277,Transit,Transiting Exoplanet Survey Satellite (TESS),M-R relationship,missing,[Fe/H],01h16m18.41s,-20d57m11.80s,2.65,1.2947271675944,7.320441988950276,1.6082371918575815
1,1,2023,0,4.8084983,5.7e-06,-5.6e-06,0.0,0.0569,0.001,-0.0011,0.0,0.27,-0.21,-1.0,1.54,0.024,-0.019,-1.0,139.84449908,31.7828407,-34.96112477,0.0,0.44,0.1,-0.11,0.0,0.0,0.049,-0.04,0.0,352.0,21.0,-20.0,0.0,1205.0,18.0,-17.0,0.0,0,5764.0,81.0,-78.0,0.0,1.069,0.024,-0.024,0.0,1.063,0.057,-0.062,0.0,0.239,0.076,-0.079,0.0,4.4,0.03,-0.03,0.0,84.1527191,0.8962788,350.343,6.018,-5.821,12.475,0.08,-0.08,10.936,0.023,-0.023,12.3642,0.000273,-0.000273,TOI-2796 b,TOI-2796,Transit,Transiting Exoplanet Survey Satellite (TESS),Mass,missing,[Fe/H],05h36m36.65s,+00d53m46.60s,17.26183028,2.904813104535805,16.14764291861553,1.759322069296821
2,1,2023,0,1.96229325,8.2e-07,-8.2e-07,0.0,0.03185,0.00052,-0.00052,0.0,0.38110534,-0.35868738,0.0,1.616,0.034,-0.032,0.0,309.88269682,26.37975778,-22.24798849,0.0,0.975,0.083,-0.07,0.0,0.0,0.049,-0.04,0.0,2150.0,132.0,-125.0,0.0,1893.0,29.0,-28.0,0.0,0,6280.0,99.0,-96.0,0.0,1.245,0.022,-0.021,0.0,1.118,0.056,-0.054,0.0,-0.105,0.068,-0.072,0.0,4.298,0.011,-0.015,0.0,93.1147397,-23.4924956,494.818,6.647,-6.477,12.537,0.069,-0.069,11.282,0.025,-0.025,12.4272,0.000155,-0.000155,TOI-2803 A b,TOI-2803 A,Transit,Transiting Exoplanet Survey Satellite (TESS),Mass,missing,[Fe/H],06h12m27.54s,-23d29m32.98s,18.11371281,2.950406025618627,14.54916691566265,1.0859637149963461
1,1,2023,0,4.039709,2.4e-06,-2.3e-06,0.0,0.0493,0.001,-0.0008,0.0,0.51561311,-0.50440413,0.0,1.363,0.046,-0.045,0.0,225.65816897,82.63538582,-82.63538582,0.0,0.71,0.26,-0.26,0.0,0.0,0.049,-0.04,0.0,598.0,47.0,-41.0,0.0,1376.0,26.0,-24.0,0.0,0,5721.0,88.0,-83.0,0.0,1.229,0.032,-0.031,0.0,0.977,0.063,-0.049,0.0,-0.02,0.11,-0.09,0.0,4.25,0.034,-0.03,0.0,119.0598183,-35.1167104,312.674,2.265,-2.233,11.937,0.035,-0.035,10.403,0.025,-0.025,11.8367,0.000217,-0.000217,TOI-2818 b,TOI-2818,Transit,Transiting Exoplanet Survey Satellite (TESS),Mass,missing,[Fe/H],07h56m14.36s,-35d07m00.16s,15.27784069,2.7898047160281094,12.431115288852725,1.6173483423211312
1,1,2025,0,17.61745,2e-05,-1e-05,0.0,0.123,0.004,-0.004,0.0,0.09,-0.09,0.0,0.20876118,0.00802928,-0.00802928,0.0,6.54,2.04,-2.04,0.0,0.02057714,0.00641856,-0.00641856,0.0,0.0,0.049,-0.04,0.0,30.4,2.5,-2.5,0.0,661.0,9.0,-9.0,0.0,0,5213.0,70.0,-70.0,0.0,0.85,0.03,-0.03,0.0,0.8,0.01,-0.01,0.0,-0.09,0.05,-0.05,0.0,4.5,0.03,-0.03,0.0,118.5693065,-65.441482,82.7013,0.2117,-0.2107,10.41,0.007,-0.007,8.517,0.026,-0.026,10.1971,0.000539,-0.000539,TOI-283 b,TOI-283,Transit,Transiting Exoplanet Survey Satellite (TESS),Mass,K,[Fe/H],07h54m16.63s,-65d26m29.34s,2.34,1.205970806988609,2.7529411764705882,2.924099312953831
1,1,2023,0,3.5514058,7.7e-06,-7.8e-06,0.0,0.0475,0.001,-0.0011,0.0,0.57165802,-0.53803107,0.0,1.146,0.051,-0.048,0.0,117.59651059,16.52707716,-14.93793513,0.0,0.37,0.052,-0.047,0.0,0.0,0.049,-0.04,0.0,781.8,63.9,-56.6,0.0,1471.0,29.0,-27.0,0.0,0,5910.0,100.0,-100.0,0.0,1.265,0.04,-0.037,0.0,1.135,0.077,-0.079,0.0,0.233,0.087,-0.09,0.0,4.288,0.038,-0.04,0.0,108.0442066,-10.63934,460.995,7.719,-7.473,12.59,0.057,-0.057,11.062,0.019,-0.019,12.4636,0.000328,-0.000328,TOI-2842 b,TOI-2842,Transit,Transiting Exoplanet Survey Satellite (TESS),Mass,missing,[Fe/H],07h12m10.61s,-10d38m21.62s,12.84549188,2.627959683619136,10.154539035573125,1.5154361522753415
1,2,2024,0,4.5117244,3.1e-06,-2.7e-06,0.0,0.0503,0.001,-0.001,0.0,0.1,-0.1,0.0,0.12668413,0.00892142,-0.00892142,0.0,4.53,0.78,-0.78,0.0,0.01425297,0.00245415,-0.00245415,0.0,0.0,0.049,-0.04,0.0,86.7681,6.0,-5.314,0.0,979.0,31.0,-31.0,0.0,0,5152.0,12.0,-12.0,0.0,0.78,0.036,-0.036,0.0,0.832,0.049,-0.049,0.0,-0.05,0.02,-0.02,0.0,4.59,0.02,-0.02,0.0,90.9842762,-60.6663348,59.2293,0.0748,-0.0745,9.866,0.005,-0.005,7.851,0.033,-0.033,9.65064,0.000274,-0.000274,TOI-286 b,TOI-286,Transit,Transiting Exoplanet Survey Satellite (TESS),Mass,K3 V,[Fe/H],06h03m56.23s,-60d39m58.81s,1.42,0.883767540168595,1.8205128205128203,1.706877532461316
1,2,2024,0,39.361826,7e-05,-8.1e-05,0.0,0.213,0.0042,-0.0042,0.0,0.12,-0.12,0.0,0.16772265,0.0107057,-0.0107057,0.0,3.72,2.22,-2.22,0.0,0.01170443,0.0069849,-0.0069849,0.0,0.0,0.049,-0.04,0.0,22.4437,6.0,-5.314,0.0,475.0,15.0,-15.0,0.0,0,5152.0,12.0,-12.0,0.0,0.78,0.036,-0.036,0.0,0.832,0.049,-0.049,0.0,-0.05,0.02,-0.02,0.0,4.59,0.02,-0.02,0.0,90.9842762,-60.6663348,59.2293,0.0748,-0.0745,9.866,0.005,-0.005,7.851,0.033,-0.033,9.65064,0.000274,-0.000274,TOI-286 c,TOI-286,Transit,Transiting Exoplanet Survey Satellite (TESS),Mass,K3 V,[Fe/H],06h03m56.23s,-60d39m58.81s,1.88,1.0577902941478545,2.41025641025641,3.697884437276651
1,1,2025,0,6.2996431,7e-06,-7e-06,0.0,0.0654,0.0009,-0.0011,0.0,0.33626942,-0.31385146,0.0,0.86,0.03,-0.028,0.0,54.03082919,16.52707716,-16.52707716,0.0,0.17,0.052,-0.052,0.0,0.13,0.049,-0.04,1.0,124.2,9.6,-7.3,0.0,929.0,17.0,-15.0,0.0,0,5271.0,110.0,-96.0,0.0,0.873,0.021,-0.02,0.0,0.939,0.041,-0.045,0.0,0.353,0.073,-0.076,0.0,4.529,0.025,-0.029,0.0,110.2473528,-21.1146384,225.744,1.521,-1.5,12.401,0.069,-0.069,10.443,0.023,-0.023,12.2566,0.000112,-0.000112,TOI-2876 b,TOI-2876,Transit,Transiting Exoplanet Survey Satellite (TESS),Mass,missing,[Fe/H],07h20m59.36s,-21d06m52.70s,9.6397234,2.3645944873349887,11.042065750286367,1.9878254565482114
1,1,2025,0,1.8237146,2e-07,-2e-07,0.0,0.0261,0.0002,-0.0002,0.0,0.89671846,-0.89671846,0.0,1.1,0.08,-0.08,0.0,368.68095212,12.71313628,-12.71313628,0.0,1.16,0.04,-0.04,0.0,0.0,0.049,-0.04,0.0,382.0,12.0,-11.0,0.0,1186.0,52.0,-52.0,0.0,0,4738.0,100.0,-100.0,0.0,0.7,0.05,-0.05,0.0,0.71,0.02,-0.02,0.0,0.08,0.05,-0.05,0.0,4.56,0.04,-0.04,0.0,150.0626247,-47.4452436,163.996,0.695,-0.69,12.796,0.092,-0.092,10.25,0.023,-0.023,12.6195,0.000422,-0.000422,TOI-2969 b,TOI-2969,Transit,Transiting Exoplanet Survey Satellite (TESS),Mass,K3 V,[Fe/H],10h00m15.03s,-47d26m42.88s,12.32987877,2.590008039625631,17.61411252857143,1.0380532522009087
1,1,2023,0,2.3505614,2.5e-06,-2.5e-06,0.0,0.03386,0.00067,-0.0005,0.0,0.3474784,-0.30264248,0.0,1.174,0.031,-0.027,0.0,533.95172376,82.63538582,-79.45710175,0.0,1.68,0.26,-0.25,0.0,0.0,0.049,-0.04,0.0,947.8,66.9,-61.7,0.0,1544.0,26.0,-26.0,0.0,0,5691.0,94.0,-93.0,0.0,1.073,0.024,-0.02,0.0,0.936,0.057,-0.041,0.0,0.013,0.087,-0.085,0.0,4.35,0.012,-0.013,0.0,143.9265177,-60.3574758,384.757,4.2155000000000005,-4.13725,12.6334,0.046,-0.046,10.666,0.026,-0.026,12.4443,0.002876,-0.002876,TOI-2977 b,TOI-2977,Transit,Transiting Exoplanet Survey Satellite (TESS),Mass,missing,[Fe/H],09h35m42.36s,-60d21m26.91s,13.15934334,2.6503747128964674,12.264066486486486,1.2091279138862177
1,1,2024,0,3.601501,2e-06,-2e-06,0.0,0.048,0.002,-0.002,0.0,0.42,-0.42,0.0,1.19546999,0.03746995,-0.03746995,0.0,638.0,33.0,-33.0,0.0,2.00737249,0.10382961,-0.10382961,0.0,0.035,0.049,-0.04,1.0,556.616,6.0,-5.314,0.0,1358.0,39.0,-39.0,0.0,0,5940.0,75.0,-75.0,0.0,1.08,0.032,-0.032,0.0,1.03,0.06,-0.06,0.0,-0.11,0.1,-0.1,0.0,4.28,0.21,-0.21,0.0,163.487394,-25.5245988,527.789,7.188,-7.001,13.361,0.103,-0.103,11.78,0.024,-0.024,13.1868,0.00026,-0.00026,TOI-2981 b,TOI-2981,Transit,Transiting Exoplanet Survey Satellite (TESS),Mass,missing,[Fe/H],10h53m56.97s,-25d31m28.56s,13.4,2.667228206581955,12.407407407407407,1.5263825546171899
